sample_name	animations_gradient	animations_trajectory	body_habitat	body_product	body_site	bodysite	description	dna_extracted	elevation	env	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	psn	public	qiita_study_id	sample_type	scientific_name	sequencecenter	taxon_id	title
1928.SRS017133.SRX019695.SRR041807	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS017133.SRX019695.SRR041807	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033695	9606	38.98	-77.11	HMP-DACC	FALSE	700033695	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017136.SRX019684.SRR041041	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS017136.SRX019684.SRR041041	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033698	9606	38.98	-77.11	HMP-DACC	FALSE	700033698	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017136.SRX019695.SRR041849	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS017136.SRX019695.SRR041849	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033698	9606	38.98	-77.11	HMP-DACC	FALSE	700033698	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017139.SRX019684.SRR041115	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS017139.SRX019684.SRR041115	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033701	9606	38.98	-77.11	HMP-DACC	FALSE	700033701	TRUE	1928	supragingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017139.SRX019695.SRR042005	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS017139.SRX019695.SRR042005	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033701	9606	38.98	-77.11	HMP-DACC	FALSE	700033701	TRUE	1928	supragingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017142.SRX019684.SRR041060	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS017142.SRX019684.SRR041060	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033704	9606	38.98	-77.11	HMP-DACC	FALSE	700033704	TRUE	1928	subgingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017142.SRX019695.SRR041990	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS017142.SRX019695.SRR041990	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033704	9606	38.98	-77.11	HMP-DACC	FALSE	700033704	TRUE	1928	subgingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017145.SRX019684.SRR041185	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS017145.SRX019684.SRR041185	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033707	9606	38.98	-77.11	HMP-DACC	FALSE	700033707	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017145.SRX019695.SRR041981	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS017145.SRX019695.SRR041981	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033707	9606	38.98	-77.11	HMP-DACC	FALSE	700033707	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017148.SRX019684.SRR041176	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017148.SRX019684.SRR041176	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033710	9606	38.98	-77.11	HMP-DACC	FALSE	700033710	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017148.SRX019695.SRR041716	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017148.SRX019695.SRR041716	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033710	9606	38.98	-77.11	HMP-DACC	FALSE	700033710	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017151.SRX019684.SRR041141	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017151.SRX019684.SRR041141	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033713	9606	38.98	-77.11	HMP-DACC	FALSE	700033713	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017151.SRX019695.SRR041925	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017151.SRX019695.SRR041925	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033713	9606	38.98	-77.11	HMP-DACC	FALSE	700033713	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017154.SRX019684.SRR041068	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017154.SRX019684.SRR041068	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033716	9606	38.98	-77.11	HMP-DACC	FALSE	700033716	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017154.SRX019695.SRR041989	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017154.SRX019695.SRR041989	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033716	9606	38.98	-77.11	HMP-DACC	FALSE	700033716	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017157.SRX019684.SRR041109	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017157.SRX019684.SRR041109	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033719	9606	38.98	-77.11	HMP-DACC	FALSE	700033719	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017157.SRX019695.SRR041685	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017157.SRX019695.SRR041685	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033719	9606	38.98	-77.11	HMP-DACC	FALSE	700033719	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017157.SRX020362.SRR043277	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017157.SRX020362.SRR043277	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033719	9606	38.98	-77.11	HMP-DACC	FALSE	700033719	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017157.SRX020367.SRR043292	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017157.SRX020367.SRR043292	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033719	9606	38.98	-77.11	HMP-DACC	FALSE	700033719	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017189.SRX020571.SRR045489	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017189.SRX020571.SRR045489	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033783	9606	38.98	-77.11	HMP-DACC	FALSE	700033783	TRUE	1928	sebum	human skin metagenome	WUGSC	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017191.SRX019688.SRR041435	0	NA	UBERON:feces	UBERON:feces	UBERON:feces	Stool	HMP_SRS017191.SRX019688.SRR041435	TRUE	97	Stool	urban biome	host-associated habitat	feces	human-gut	USA	human	Homo sapiens	700033797	9606	38.98	-77.11	HMP-DACC	FALSE	700033797	TRUE	1928	stool	human gut metagenome	BI	408170	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017203.SRX019688.SRR041430	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS017203.SRX019688.SRR041430	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033809	9606	38.98	-77.11	HMP-DACC	FALSE	700033809	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017209.SRX019688.SRR041447	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Tongue_dorsum	HMP_SRS017209.SRX019688.SRR041447	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033815	9606	38.98	-77.11	HMP-DACC	FALSE	700033815	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017212.SRX019688.SRR041478	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS017212.SRX019688.SRR041478	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033818	9606	38.98	-77.11	HMP-DACC	FALSE	700033818	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017215.SRX019688.SRR041443	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	Buccal_mucosa	HMP_SRS017215.SRX019688.SRR041443	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033821	9606	38.98	-77.11	HMP-DACC	FALSE	700033821	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017218.SRX019688.SRR041454	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	Attached_Keratinized_gingiva	HMP_SRS017218.SRX019688.SRR041454	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033824	9606	38.98	-77.11	HMP-DACC	FALSE	700033824	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017221.SRX019688.SRR041391	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS017221.SRX019688.SRR041391	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033827	9606	38.98	-77.11	HMP-DACC	FALSE	700033827	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017224.SRX019688.SRR041394	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS017224.SRX019688.SRR041394	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033830	9606	38.98	-77.11	HMP-DACC	FALSE	700033830	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017227.SRX019688.SRR041433	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS017227.SRX019688.SRR041433	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033833	9606	38.98	-77.11	HMP-DACC	FALSE	700033833	TRUE	1928	supragingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017230.SRX019688.SRR041367	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS017230.SRX019688.SRR041367	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033836	9606	38.98	-77.11	HMP-DACC	FALSE	700033836	TRUE	1928	subgingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017233.SRX019688.SRR041381	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS017233.SRX019688.SRR041381	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033839	9606	38.98	-77.11	HMP-DACC	FALSE	700033839	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017236.SRX019688.SRR041416	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017236.SRX019688.SRR041416	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033842	9606	38.98	-77.11	HMP-DACC	FALSE	700033842	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017239.SRX019688.SRR042856	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017239.SRX019688.SRR042856	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033845	9606	38.98	-77.11	HMP-DACC	FALSE	700033845	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017239.SRX020360.SRR043258	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017239.SRX020360.SRR043258	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033845	9606	38.98	-77.11	HMP-DACC	FALSE	700033845	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017239.SRX020375.SRR043261	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017239.SRX020375.SRR043261	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033845	9606	38.98	-77.11	HMP-DACC	FALSE	700033845	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017242.SRX019688.SRR042943	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017242.SRX019688.SRR042943	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033848	9606	38.98	-77.11	HMP-DACC	FALSE	700033848	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017245.SRX019688.SRR041392	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017245.SRX019688.SRR041392	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033851	9606	38.98	-77.11	HMP-DACC	FALSE	700033851	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017245.SRX020196.SRR043012	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017245.SRX020196.SRR043012	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033851	9606	38.98	-77.11	HMP-DACC	FALSE	700033851	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017245.SRX020197.SRR042796	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS017245.SRX020197.SRR042796	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033851	9606	38.98	-77.11	HMP-DACC	FALSE	700033851	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017266.SRX019686.SRR041335	0	NA	UBERON:feces	UBERON:feces	UBERON:feces	Stool	HMP_SRS017266.SRX019686.SRR041335	TRUE	97	Stool	urban biome	host-associated habitat	feces	human-gut	USA	human	Homo sapiens	700033941	9606	38.98	-77.11	HMP-DACC	FALSE	700033941	TRUE	1928	stool	human gut metagenome	BI	408170	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017274.SRX019686.SRR041291	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS017274.SRX019686.SRR041291	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033949	9606	38.98	-77.11	HMP-DACC	FALSE	700033949	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017278.SRX019686.SRR041275	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Tongue_dorsum	HMP_SRS017278.SRX019686.SRR041275	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033953	9606	38.98	-77.11	HMP-DACC	FALSE	700033953	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017280.SRX019686.SRR041290	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS017280.SRX019686.SRR041290	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033955	9606	38.98	-77.11	HMP-DACC	FALSE	700033955	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017282.SRX019686.SRR041330	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	Buccal_mucosa	HMP_SRS017282.SRX019686.SRR041330	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033957	9606	38.98	-77.11	HMP-DACC	FALSE	700033957	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017284.SRX019686.SRR041255	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	Attached_Keratinized_gingiva	HMP_SRS017284.SRX019686.SRR041255	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033959	9606	38.98	-77.11	HMP-DACC	FALSE	700033959	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017286.SRX019686.SRR041251	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS017286.SRX019686.SRR041251	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033961	9606	38.98	-77.11	HMP-DACC	FALSE	700033961	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017288.SRX019686.SRR041197	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS017288.SRX019686.SRR041197	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033963	9606	38.98	-77.11	HMP-DACC	FALSE	700033963	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017288.SRX020194.SRR042801	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS017288.SRX020194.SRR042801	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700033963	9606	38.98	-77.11	HMP-DACC	FALSE	700033963	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017290.SRX019686.SRR041206	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS017290.SRX019686.SRR041206	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033965	9606	38.98	-77.11	HMP-DACC	FALSE	700033965	TRUE	1928	supragingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017292.SRX019686.SRR041229	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS017292.SRX019686.SRR041229	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700033967	9606	38.98	-77.11	HMP-DACC	FALSE	700033967	TRUE	1928	subgingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017294.SRX019686.SRR041220	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS017294.SRX019686.SRR041220	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033969	9606	38.98	-77.11	HMP-DACC	FALSE	700033969	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017294.SRX020194.SRR042873	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS017294.SRX020194.SRR042873	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033969	9606	38.98	-77.11	HMP-DACC	FALSE	700033969	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017296.SRX019686.SRR041236	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017296.SRX019686.SRR041236	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033971	9606	38.98	-77.11	HMP-DACC	FALSE	700033971	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017296.SRX019699.SRR041902	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017296.SRX019699.SRR041902	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033971	9606	38.98	-77.11	HMP-DACC	FALSE	700033971	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017296.SRX020202.SRR042815	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017296.SRX020202.SRR042815	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033971	9606	38.98	-77.11	HMP-DACC	FALSE	700033971	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017296.SRX020211.SRR042955	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS017296.SRX020211.SRR042955	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033971	9606	38.98	-77.11	HMP-DACC	FALSE	700033971	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017298.SRX019686.SRR043031	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017298.SRX019686.SRR043031	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033973	9606	38.98	-77.11	HMP-DACC	FALSE	700033973	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017298.SRX019699.SRR042917	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017298.SRX019699.SRR042917	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033973	9606	38.98	-77.11	HMP-DACC	FALSE	700033973	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017298.SRX020202.SRR042815	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017298.SRX020202.SRR042815	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033973	9606	38.98	-77.11	HMP-DACC	FALSE	700033973	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017298.SRX020211.SRR042948	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	L_Antecubital_fossa	HMP_SRS017298.SRX020211.SRR042948	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033973	9606	38.98	-77.11	HMP-DACC	FALSE	700033973	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017300.SRX019699.SRR042977	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017300.SRX019699.SRR042977	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033975	9606	38.98	-77.11	HMP-DACC	FALSE	700033975	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017300.SRX020202.SRR042815	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017300.SRX020202.SRR042815	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033975	9606	38.98	-77.11	HMP-DACC	FALSE	700033975	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS017300.SRX020211.SRR042980	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS017300.SRX020211.SRR042980	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700033975	9606	38.98	-77.11	HMP-DACC	FALSE	700033975	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
